,鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
630,鼓山區,房地(土地+建物)+車位,高雄市鼓山區華寧路31~60號,24.36,住,,,1081204,土地1建物1車位1,十一層，十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830721,269.61,5,3,2,有,有,13400000,49701,坡道平面,0.0,0,含增建或未登記建物。;,RPXNMLPKJHPFFAE58CA
632,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東二路451~480號,17.93,住,,,1081208,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931208,132.04,2,2,1,有,有,6880000,52105,坡道平面,34.54,0,,RPPOMLSJJHPFFAE08CA
640,鼓山區,房地(土地+建物),高雄市鼓山區美術館路241~270號,20.54,住,,,1081212,土地1建物1車位0,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940819,161.14,4,2,2,有,有,10700000,66402,,0.0,0,,RPTNMLSJJHPFFAE38CA
641,鼓山區,房地(土地+建物),高雄市鼓山區文信路211~240號,12.09,商,,,1081212,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940421,131.44,3,1,2,有,有,8490000,64592,,0.0,0,,RPVNMLSJJHPFFAE58CA
642,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街181~210號,17.57,商,,,1081207,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930224,151.74,3,2,2,有,有,8100000,53381,坡道平面,19.65,0,,RPXNMLOKJHPFFAE48CA
643,鼓山區,房地(土地+建物)+車位,高雄市鼓山區文忠路121~150號,12.52,商,,,1081221,土地1建物1車位1,十八層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840309,165.14000000000001,4,2,2,有,有,7350000,44508,坡道平面,0.0,0,,RPOOMLOKJHPFFAE67CA
644,前金區,房地(土地+建物)+車位,高雄市前金區七賢二路271~300號,14.68,商,,,1081207,土地1建物1車位1,七層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001110,236.14000000000001,4,2,2,有,有,14520000,61489,坡道平面,0.0,0,,RPOOMLPKJHPFFAE77CA
645,鼓山區,房地(土地+建物)+車位,高雄市鼓山區明倫路451~480號,11.35,商,,,1081124,土地1建物1車位1,六層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870525,159.56,4,2,2,有,有,7900000,49511,坡道平面,0.0,0,,RPSPMLOKJHPFFAE18CA
646,鼓山區,房地(土地+建物),高雄市鼓山區裕國街121~150號,9.69,住,,,1081105,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940909,81.72999999999999,2,2,1,有,有,5300000,64848,,0.0,0,,RPVNMLQKJHPFFAE48CA
647,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東四路391~420號,26.31,住,,,1071201,土地1建物1車位1,十六層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931112,265.70000000000005,4,2,2,有,有,19000000,71509,坡道平面,24.85,0,,RPQQMLKLJHPFFAE77CA
649,鼓山區,房地(土地+建物)+車位,高雄市鼓山區九如四路931~960號,11.06,住,,,1081202,土地1建物1車位1,十一層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840503,167.93,4,2,22,有,無,6980000,41565,坡道機械,0.0,0,,RPUOMLKLJHPFFAE97CA
651,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東六街121~150號,13.24,商,,,1081210,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,147.78,3,2,2,有,有,7550000,51093,坡道平面,21.54,1100000,,RPPNMLSKJHPFFAE08CA
655,前金區,房地(土地+建物)+車位,高雄市前金區市中一路91~120號,5.46,住,,,1081227,土地1建物1車位1,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910618,106.77,2,1,1,有,無,4000000,37464,坡道平面,0.0,0,,RPPOMLKMJHPFFAE57CA
656,前金區,房地(土地+建物)+車位,高雄市前金區七賢二路271~300號,14.68,商,,,1081212,土地1建物1車位1,十一層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001110,236.14000000000001,4,2,2,有,有,12700000,53782,坡道平面,0.0,0,,RPQOMLNJKHPFFAE77CA
660,苓雅區,房地(土地+建物)+車位,高雄市苓雅區英祥街31~60號,17.22,商,,,1081112,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960208,185.51,4,2,2,有,有,10500000,56601,坡道平面,16.54,0,,RPSNMLKKJHPFFBE67CA
665,苓雅區,房地(土地+建物)+車位,高雄市苓雅區民族二路61~90號,12.03,商,,,1081203,土地1建物1車位1,五層,33.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030901,276.84000000000003,4,2,2,有,有,14850000,53641,坡道平面,0.0,0,,RPXOMLKKJHPFFBE28CA
676,前鎮區,房地(土地+建物),高雄市前鎮區民權二路61~90號,9.68,住,,,1081209,土地2建物1車位0,十層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0780510,88.55,2,2,1,有,有,3800000,42914,,0.0,0,,RPQNMLMKJHPFFCE77CA
682,前鎮區,房地(土地+建物),高雄市前鎮區保泰路331~360號,4.52,商,,,1090101,土地1建物1車位0,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790522,46.09,1,1,1,有,有,1520000,32979,,0.0,0,,RPQNMLKMJHPFFCE77CA
688,三民區,房地(土地+建物)+車位,高雄市三民區大興街91~120號,20.14,住,,,1081203,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830121,131.13,3,2,2,有,有,5410000,41257,坡道平面,0.0,0,,RPXNMLQKJHPFFDE98CA
696,三民區,房地(土地+建物)+車位,高雄市三民區鼎新路181~210號,10.38,商,,,1081216,土地1建物1車位1,十五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840128,139.3,3,2,2,有,有,5500000,39483,坡道平面,0.0,0,,RPOOMLNJKHPFFDE87CA
697,左營區,房地(土地+建物),高雄市左營區榮德街1~30號,8.69,住,,,1081214,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1001202,89.09,2,2,1,有,有,4700000,52756,,0.0,0,,RPSPMLTJJHPFFEE98CA
703,左營區,房地(土地+建物)+車位,高雄市左營區介壽路211~240號,11.83,住,,,1081203,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951103,107.72,3,2,2,有,有,5400000,50130,坡道機械,0.0,0,,RPRNMLNKJHPFFEE18CA
704,左營區,房地(土地+建物)+車位,高雄市左營區保靖街1~30號,14.25,商,,,1081215,土地1建物1車位1,二十一層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831210,174.34,3,2,2,有,有,8500000,48755,坡道平面,0.0,0,,RPPNMLMKJHPFFEE87CA
705,左營區,房地(土地+建物)+車位,高雄市左營區富國路271~300號,7.22,商,,,1081220,土地1建物1車位1,十七層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841019,115.76,3,2,2,有,有,5600000,48376,坡道機械,0.0,0,,RPWOMLKKJHPFFEE48CA
706,左營區,房地(土地+建物),高雄市左營區正心街61~90號,5.64,商,,,1081211,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001028,76.25,2,1,1,有,有,5260000,68984,,0.0,0,含增建或未登記建物。,RPTOMLKKJHPFFEE18CA
714,楠梓區,房地(土地+建物),高雄市楠梓區裕昌街121~150號,7.56,商,,,1081222,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1030423,78.96000000000001,2,2,1,有,有,3800000,48126,,0.0,0,,RPOOMLQKJHPFFEE28CA
718,左營區,房地(土地+建物)+車位,高雄市左營區介壽路221巷61~90號,19.56,住,,,1081221,土地1建物1車位1,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000916,107.37,2,2,1,有,有,5820000,54205,坡道機械,0.0,0,,RPPOMLRKJHPFFEE48CA
719,左營區,房地(土地+建物)+車位,高雄市左營區大中二路241~270號,15.42,住,,,1081129,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960112,125.38999999999999,3,2,2,有,有,6480000,51679,坡道機械,0.0,0,,RPVPMLLLJHPFFEE68CA
720,左營區,房地(土地+建物),高雄市左營區富國路1~30號,12.12,住,,,1081207,土地1建物1車位0,四層,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830707,148.0,4,2,2,有,有,6520000,44054,,0.0,0,,RPPNMLOJKHPFFEE08CA
731,岡山區,房地(土地+建物)+車位,高雄市岡山區岡山路89巷1~30號,34.48,住,,,1081210,土地1建物1車位1,十二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950512,173.73000000000002,3,1,2,有,有,5200000,29932,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。;,RPTOMLNJKHPFFFE58CA
751,大社區,房地(土地+建物),高雄市大社區翠屏路84巷31~60號,21.46,住,,,1081130,土地1建物1車位0,十六層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830128,134.26999999999998,4,2,2,有,有,3450000,25694,,0.0,0,,RPQOMLKLJHPFFIE38CA
766,湖內區,房地(土地+建物)+車位,高雄市湖內區東方路105巷6弄1~30號,17.75,住,,,1081229,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830718,142.92,5,2,2,有,有,3000000,20991,坡道平面,0.0,0,,RPRNMLNJKHPFFJE68CA
774,苓雅區,房地(土地+建物)+車位,高雄市苓雅區新光路62巷1~30號,4.72,商,,,1081220,土地1建物1車位1,二十四層,35.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,135.34,3,2,2,有,有,6000000,44333,坡道平面,12.65,0,,RPUOMLQKJHPFFBE68DA
783,楠梓區,房地(土地+建物)+車位,高雄市楠梓區土庫三路251巷1~30號,19.35,住,,,1081115,土地2建物1車位1,十七層,17.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010817,174.61,4,2,2,有,有,7230000,41407,坡道平面,25.64,0,,RPRNMLPKKHPFFEE58DA
839,大樹區,房地(土地+建物),高雄市大樹區新鎮路31~60號,10.61,住,,,1081231,土地1建物1車位0,三層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841211,96.03,3,2,1,有,有,2300000,23951,,0.0,0,,RPUNMLRKJHPFFGE09CA
872,左營區,房地(土地+建物)+車位,高雄市左營區明誠二路421~450號,36.64,住,,,1081218,土地1建物1車位1,七層，八層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801130,240.58999999999997,4,2,4,有,有,11260000,46802,坡道平面,0.0,1000000,,RPTQMLLLJHPFFEE58CA
873,左營區,房地(土地+建物)+車位,高雄市左營區博愛四路1~30號,14.75,住,,,1081223,土地1建物1車位1,二層,24.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031128,213.8,3,2,2,有,有,12730000,59542,坡道平面,19.55,0,,RPRNMLKLJHPFFEE97CA
876,左營區,房地(土地+建物),高雄市左營區翠華路601巷91~120號,24.21,住,,,1081218,土地1建物1車位0,三層,14.0,住宅大樓(11層含以上有電梯),住家用,見使用執照,0890217,151.5,3,2,2,有,有,4950000,32673,,0.0,0,親友、員工或其他特殊關係間之交易。;,RPXPMLPKJHPFFEE56CA
877,左營區,房地(土地+建物),高雄市左營區重建路61~90號,6.92,商,,,1081222,土地1建物1車位0,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831028,86.22,3,2,2,有,有,4250000,49293,,0.0,0,,RPVOMLKKJHPFFEE38CA
879,左營區,房地(土地+建物),高雄市左營區果峰街3巷1~30號,19.34,住,,,1081227,土地1建物1車位0,十一層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,108.05,3,2,2,有,有,2700000,24988,,0.0,0,親友、員工或其他特殊關係間之交易。;賣清即買方負擔全部稅規費。,RPPPMLKKJHPFFEE87CA
881,左營區,房地(土地+建物),高雄市左營區榮德街421~450號,8.0,住,,,1081212,土地1建物1車位0,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960808,78.86,2,1,1,有,有,4540000,57570,,0.0,0,,RPSPMLNKJHPFFEE48CA
892,三民區,房地(土地+建物),高雄市三民區明誠一路61~90號,11.26,住,,,1081203,土地1建物1車位0,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950303,87.0,2,2,1,有,有,3960000,45517,,0.0,0,,RPVOMLKKJHPFFDE28CA
895,三民區,房地(土地+建物),高雄市三民區民族一路181~210號,9.58,商,,,1081211,土地1建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960604,130.28,3,2,2,有,有,7050000,54114,,0.0,0,,RPPPMLOKJHPFFDE18CA
898,三民區,房地(土地+建物),高雄市三民區大順二路635巷1~30號,6.89,住,,,1081212,土地1建物1車位0,三層，電梯樓梯間,20.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850626,72.89999999999999,2,2,1,有,有,3280000,44993,,0.0,0,,RPSNMLKKJHPFFDE87CA
900,三民區,房地(土地+建物)+車位,高雄市三民區河堤路541~570號,18.05,住,,,1081208,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,160.48000000000002,4,2,2,有,有,7850000,48916,坡道平面,0.0,0,含增建或未登記建物。;,RPPNMLNKJHPFFDE87CA
901,三民區,房地(土地+建物)+車位,高雄市三民區明吉路1~30號,20.56,住,,,1081221,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830119,168.24,3,2,2,有,有,8350000,49631,坡道平面,0.0,0,,RPQNMLNKJHPFFDE97CA
933,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北一街61~90號,17.4,商,,,1081201,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930510,181.88,3,2,2,有,有,12000000,65978,坡道平面,25.25,0,,RPROMLNJKHPFFAE87CA
947,鼓山區,房地(土地+建物),高雄市鼓山區富農路181~210號,13.25,商,,,1081214,土地1建物1車位0,二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940915,160.89,3,2,2,有,有,8800000,54696,,0.0,0,,RPPNMLNKJHPFFAE57CA
950,鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街61~90號,16.24,住,,,1081226,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950316,135.99,3,1,2,有,無,8700000,63975,坡道平面,9.95,0,,RPRNMLOKJHPFFAE87CA
954,鼓山區,房地(土地+建物),高雄市鼓山區美術東四路421~450號,6.6,商,,,1081127,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980325,73.92999999999999,2,1,1,有,無,4460000,60327,,0.0,0,含家具家電,RPTNMLKKJHPFFAE67CA
961,鼓山區,房地(土地+建物)+車位,高雄市鼓山區裕國街151~180號,40.79,住,,,1081101,土地1建物2車位2,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940909,324.62,5,2,3,有,有,19000000,58530,坡道平面,45.86,0,含增建或未登記建物。;,RPQPMLQKJHPFFAE18CA
987,前鎮區,房地(土地+建物),高雄市前鎮區光華三路151~180號,8.92,商,,,1081215,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950614,82.56,2,2,1,有,有,5150000,62379,,0.0,0,,RPPOMLNKJHPFFCE87CA
997,三民區,房地(土地+建物)+車位,高雄市三民區民族一路794巷1~30號,10.56,住,,,1081225,土地1建物1車位1,二十三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,139.3,3,2,2,有,有,5800000,41637,坡道機械,0.0,0,,RPVNMLNKJHPFFDE48CA
1001,三民區,房地(土地+建物)+車位,高雄市三民區鼎金後路421~450號,27.85,住,,,1081205,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030409,197.68,4,2,2,有,有,12800000,64751,坡道平面,0.0,0,,RPOPMLPKJHPFFDE18CA
1002,三民區,房地(土地+建物)+車位,高雄市三民區民孝路31~60號,10.78,商,,,1081207,土地1建物1車位1,七層,16.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880930,137.78,3,2,2,有,有,7100000,51531,坡道平面,0.0,0,有裝潢,RPTPMLPKJHPFFDE68CA
1005,三民區,房地(土地+建物)+車位,高雄市三民區鼎力路151~180號,11.53,商,,,1081215,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031124,135.51999999999998,3,2,2,有,有,7100000,52391,升降平面,11.71,0,,RPXNMLOKJHPFFDE78CA
1006,三民區,房地(土地+建物)+車位,高雄市三民區建國三路331~360號,13.66,商,,,1081217,土地2建物1車位1,十四層,29.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1021112,288.52,4,2,2,有,有,15800000,54762,坡道平面,0.0,0,室內有裝潢,RPQNMLTKJHPFFDE58CA
1008,三民區,房地(土地+建物)+車位,高雄市三民區鼎華路211~240號,11.52,商,,,1081210,土地1建物1車位1,四層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951207,131.6,3,2,2,有,有,5970000,45365,坡道機械,13.57,0,,RPQNMLKLJHPFFDE77CA
1010,三民區,房地(土地+建物),高雄市三民區同盟三路271~300號,11.05,住,,,1081223,土地1建物1車位0,二十二層，電梯樓梯間,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830728,154.83,4,2,2,有,有,6080000,39269,,0.0,0,面同盟三路之臥室窗框下大雨或颱風時，窗框下會有滲水已告知買方，買方同意自行處理。,RPWNMLLLJHPFFDE48CA
1014,左營區,房地(土地+建物)+車位,高雄市左營區新莊一路271~300號,13.41,住,,,1081231,土地1建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950505,121.96000000000001,3,2,2,有,有,7800000,63955,坡道平面,0.0,0,,RPQQMLPKJHPFFEE58CA
1023,楠梓區,房地(土地+建物),高雄市楠梓區楠盛街91~120號,14.31,商,,,1081207,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850205,107.24,3,2,2,有,有,3140000,29280,,0.0,0,,RPUPMLLLJHPFFEE58CA
1024,楠梓區,房地(土地+建物)+車位,高雄市楠梓區加宏路117巷1~30號,12.44,住,,,1081222,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941130,107.36,2,2,1,有,有,4800000,44709,坡道平面,20.01,0,,RPPOMLMLJHPFFEE08CA
1026,左營區,房地(土地+建物)+車位,高雄市左營區自由三路301~330號,12.98,住,,,1081123,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941201,101.11,2,2,1,有,有,5700000,56374,坡道機械,0.0,0,,RPQPMLOJKHPFFEE38CA
1028,左營區,房地(土地+建物)+車位,高雄市左營區左營下路1~30號,40.27,住,,,1081206,土地1建物1車位1,九層,13.0,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031203,200.52,3,2,2,有,有,13000000,64831,坡道平面,47.6,0,,RPTPMLKLJHPFFEE38CA
1029,左營區,房地(土地+建物),高雄市左營區果峰街31~60號,25.71,住,,,1081122,土地2建物1車位0,四層,18.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,110.46,3,2,2,有,有,3050000,27612,,0.0,0,,RPUPMLKLJHPFFEE48CA
1091,苓雅區,房地(土地+建物),高雄市苓雅區興中二路121~150號,5.54,商,,,1081207,土地1建物1車位0,十一層，十二層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860227,55.83,1,1,2,有,無,2450000,43883,,0.0,0,,RPQNMLSJJHPFFBE48CD
3,土城區,房地(土地+建物)+車位,新北市土城區學成路40巷1~30號,22.21,住,,,1081105,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821209,148.37,3,2,2,有,有,14200000,95707,坡道平面,0.0,0,含增建或未登記建物。;,RPTNMLNJJHPFFAF97CA
